doi,annee,titre,revue,citations,decision,motif,confiance,resume_present,preprint,source
10.1017/s0960428600000147,2000.0,"EVIDENCE FOR INTROGRESSIVE HYBRIDIZATION BASED ON CHLOROPLAST DNA POLYMORPHISMS AND MORPHOLOGICAL VARIATION IN WILD EVERGREEN AZALEA POPULATIONS OF THE KIRISHIMA MOUNTAINS, JAPAN",Edinburgh Journal of Botany,29,exclude,"Plant hybridization study using cpDNA 16S rDNA marker for phylogenetics, not host microbiome community",0.95,True,False,s2
10.1038/s41598-018-29400-y,2018.0,Trichoplax genomes reveal profound admixture and suggest stable wild populations without bisexual reproduction,Scientific Reports,47,exclude,"Placozoan genomics/admixture study, not host microbiome, no 16S community analysis of hybrid zone",0.96,True,False,s2
10.1186/s13071-015-0956-5,2015.0,Molecular characterisation of the tick Rhipicephalus microplus in Malaysia: new insights into the cryptic diversity and distinct genetic assemblages throughout the world,Parasites & Vectors,139,exclude,"Phylogenetics of tick genetic diversity via mtDNA markers, not host microbiome or hybridization between organisms",0.97,True,False,s2
10.1002/ece3.71903,2025.0,"High Connectivity at Abyssal Depths: Genomic and Proteomic Insights Into Population Structure of the Pan‐Atlantic Deep‐Sea Bivalve Ledella ultima (E. A. Smith, 1885)",Ecology and Evolution,0,exclude,"Population genomics of deep-sea bivalve, no microbiote, no hybridization between organisms, unrelated topic",0.97,True,False,s2
10.1080/14772000.2023.2291086,2024.0,"Integrative species delimitation and biogeography of the Rhinella margaritifera species group (Amphibia, Anura, Bufonidae) suggest an intense diversification throughout Amazonia during the last 10 million years",Systematics and Biodiversity,10,exclude,"Phylogeography/species delimitation using 16S mtDNA marker, not host-associated microbiome study of hybrids",0.97,True,False,s2
10.18176/jiaci.0878,2022.0,Asthma exacerbations: the genes behind the scenes,Journal of investigational allergology & clinical immunology,8,exclude,"Human asthma genomics/microbiome, clinical context, unrelated to fish hybridization or host-microbiome genetics",0.98,True,False,s2
10.1101/2020.11.24.396903,2020.0,Cyto-nuclear linkage disequilibrium resulting from admixture,bioRxiv,0,exclude,"Cyto-nuclear admixture in Silene, no host microbiome data; only mentions microbiome study as future utility",0.95,True,True,s2
10.1371/journal.pone.0004119,2009.0,Molecular Identification of Birds: Performance of Distance-Based DNA Barcoding in Three Genes to Delimit Parapatric Species,PLoS ONE,111,exclude,"DNA barcoding for species delimitation in birds, not host microbiome nor hybrid zone microbial study",0.97,True,False,s2
10.3390/foods10123090,2021.0,Detection of Species Substitution in the Meat Value Chain by High-Resolution Melting Analysis of Mitochondrial PCR Products,Foods,17,exclude,"Species substitution detection via mitochondrial PCR-HRM in meat, unrelated to hybridization or host microbiota",0.98,True,False,s2
10.1038/s41396-020-00758-0,2020.0,"A 500-year tale of co-evolution, adaptation, and virulence: Helicobacter pylori in the Americas",The ISME Journal,37,exclude,"H. pylori pathogen admixture in humans, not host microbiome study of animal hybridization zone",0.95,True,False,s2
10.1111/fwb.70285,2026.0,"Do Inter‐Basin Water Transfer Schemes Facilitate the Dispersal of Freshwater Crabs Across Catchments? A Genetic Case Study From the Eastern Cape, South Africa",Freshwater Biology,0,exclude,"Population genetics of crabs via mtDNA/microsatellites, no microbiome or host-microbe association studied",0.98,True,False,s2
10.1371/journal.pone.0104628,2014.0,Population Genetics of the São Tomé Caecilian (Gymnophiona: Dermophiidae: Schistometopum thomense) Reveals Strong Geographic Structuring,PLoS ONE,15,exclude,"Population genetics of caecilian using mtDNA (16S gene marker), not host microbiome study; no hybridization/microbiota link",0.97,True,False,s2
10.1016/j.soilbio.2018.05.027,2018.0,"The legacy of mixed planting and precipitation reduction treatments on soil microbial activity, biomass and community composition in a young tree plantation",Soil Biology and Biochemistry,63,exclude,"Sol microbien forestier, sécheresse et diversité d'arbres, sans hybridation d'hôte ni holobionte animal/végétal",0.97,True,False,s2
10.2139/ssrn.4002415,2022.0,Hybridization affects the structure and function of root microbiome by altering gene expression in roots of wheat introgression line under saline-alkali stress.,Science of the Total Environment,27,exclude,"Wheat crop hybrid studied for stress tolerance/agronomic trait, not natural hybrid zone or evolutionary hologenome question",0.85,True,False,s2
10.1038/s42003-023-04919-7,2023.0,Gut microbial communities of hybridising pygmy angelfishes reflect species boundaries,Communications Biology,2,include,"Empirical natural hybrid zone fish gut microbiome vs parents, intermediate pattern, supports frame (i)",0.9,True,False,"openalex,s2"
10.17221/590/2017-pse,2017.0,Which of soil microbes is in positive correlation to yields of maize (Zea mays L.),Plant Soil and Environment,12,exclude,"Soil microbiome/fertilizer study on maize yield, no host-microbiome or hybridization link",0.98,True,False,s2
10.1038/s41598-026-62844-1,2026.0,An integrative identification approach reveals that subspecies hybridization in Bombus terrestris predates commercial use and varies with greenhouse density.,Scientific Reports,0,exclude,"Bumblebee subspecies hybridization/introgression study using 16S as marker gene, not host microbiome characterization",0.96,True,False,s2
10.1017/s1466252321000165,2022.0,"Biotherapeutic microbial supplementation for ameliorating fish health: developing trends in probiotics, prebiotics, and synbiotics use in finfish aquaculture",Animal Health Research Reviews,29,exclude,"Aquaculture probiotics/prebiotics review for fish health/growth, no hybridization or host genetics link",0.97,True,False,s2
10.1038/s41598-018-27314-3,2018.0,Sample tracking in microbiome community profiling assays using synthetic 16S rRNA gene spike-in controls,Scientific Reports,24,exclude,"Technical 16S-seq methodology paper, no hybridization, host, or hybrid microbiome content",0.97,True,False,s2
10.1093/ajcp/aqaf121.219,2025.0,"388 Extranodal NK/T-cell Lymphoma, Nasal Type: Clinical and Diagnostic Challenges Illustrated by a Case Series",American Journal of Clinical Pathology,0,exclude,"Clinical human lymphoma case series, no fish hybridization, host-microbiote genetics, or hybrid zone relevance",0.98,True,False,s2
10.1093/gbe/evy209,2018.0,MultiTwin: A Software Suite to Analyze Evolution at Multiple Levels of Organization Using Multipartite Graphs,Genome Biology and Evolution,6,exclude,"Software tool for gene-sharing networks in genomics, unrelated to host microbiota or hybridization zones",0.97,True,False,s2
10.9734/ejnfs/2019/v11i230141,2019.0,"Environmental Risk Assessment of Insect Resistant Genetically Modified Maize MON810 for Cultivation, Seed Production, Import, Processing and Feed Uses under Directive 2001/18/EC (Notification C/F/95/12/02)",European Journal of Nutrition and Food Safety,0,exclude,"GMO maize environmental risk assessment, unrelated to hybrid zones or host microbiota",0.98,True,False,s2
10.1016/j.ympev.2019.106700,2019.0,Sympatric lineages in the Mantidactylus ambreensis complex of Malagasy frogs originated allopatrically rather than by in-situ speciation.,Molecular Phylogenetics and Evolution,14,exclude,"Frog phylogeography/speciation study, no microbiome or host-associated microbial community analysis at all",0.98,True,False,s2
10.1098/rspb.2021.1252,2021.0,Integrating multi-taxon palaeogenomes and sedimentary ancient DNA to study past ecosystem dynamics,Proceedings of the Royal Society B,24,exclude,"Ancient DNA/paleogenomics review, no hybridization microbiome study, no host-microbiota link",0.96,True,False,s2
10.1093/ismeco/ycae053,2024.0,Aberrant microbiomes are associated with increased antibiotic resistance gene load in hybrid mice,ISME Communications,3,include,"Natural hybrid zone (house mice), gut microbiome across hybrid index gradient, host genetics-microbiome link, transgressive ARG patterns",0.85,True,False,"openalex,s2"
10.1163/15685381-bja10255,2026.0,Exploring phenotypic divergence in Prosymna greigerti (Squamata: Prosymnidae),Amphibia-Reptilia,0,exclude,"Phylogeography/taxonomy of snake using mtDNA markers, no microbiote or host-microbe community study",0.97,True,False,s2
10.1371/journal.pone.0049674,2012.0,Tracing the Invasion of the Mediterranean Land Snail Cornu aspersum aspersum Becoming an Agricultural and Garden Pest in Areas Recently Introduced,PLoS ONE,59,exclude,"Snail invasion genetics using 16S rRNA as phylogenetic marker, not host microbiota study",0.97,True,False,s2
10.11646/zootaxa.5706.4.3,2025.0,Integrative taxonomy reveals mitochondrial introgression and Pleistocene diversification in Palearctic Agnocoris species (Insecta: Heteroptera: Miridae).,Zootaxa,1,exclude,"Insect systematics/mitochondrial introgression study, not host microbiome; no bacterial community characterization",0.97,True,False,s2
10.11646/zootaxa.5179.1.1,2022.0,Integrative revision of the Lygodactylus madagascariensis group reveals an unexpected diversity of little brown geckos in Madagascars rainforest.,Zootaxa,19,exclude,Gecko taxonomy/phylogenetics paper using 16S rRNA for species delimitation; no microbiome or hybrid microbiota study,0.97,True,False,s2
10.1111/ele.14135,2022.0,The gut microbiome reflects ancestry despite dietary shifts across a hybrid zone.,Ecology Letters,17,include,"Empirical hybrid zone gut microbiome study, host genotype drives assembly, intermediate hybrid pattern shown",0.95,True,False,s2
10.1016/j.apsoil.2020.103681,2020.0,Effect of monospecific and mixed litters on bacterial communities' structure and functions under contrasting Mediterranean climate conditions,"Agriculture, Ecosystems & Environment. Applied Soil Ecology",7,exclude,"Litter decomposition soil bacterial communities, no host organism, no hybridization",0.98,True,False,s2
10.1038/s41598-023-48804-z,2023.0,Benchmarking DNA isolation methods for marine metagenomics,bioRxiv,25,exclude,"DNA extraction methods benchmarking, no hybridization or host-microbiota evolutionary question addressed",0.97,True,True,s2
10.36956/njas.v1i2.14,2020.0,Vermicompost and cow dung admixture increases rhizosphere bacterial population and promotes rapid physiological maturity in Maize (Zea mays L.),,4,exclude,"Rhizosphere soil bacteria under organic fertilizer in maize agronomy, no host-microbiota or hybridization link",0.98,True,False,s2
10.1186/s12284-016-0111-8,2016.0,Effect of Wild and Cultivated Rice Genotypes on Rhizosphere Bacterial Community Composition,Rice,100,exclude,"Rhizosphere microbiote et génotype hôte, mais pas hybridation/introgression naturelle ni index hybride, rendement agronomique/domestication",0.85,True,False,s2
10.11646/zootaxa.5468.3.2,2024.0,Taxonomizing a truly morphologically cryptic complex of dwarf geckos from Madagascar: molecular evidence for new species-level lineages within the Lygodactylus tolampyae complex.,Zootaxa,6,exclude,"Gecko phylogenetics/taxonomy using 16S marker, not host microbiome study; no hybridization microbiota link",0.98,True,False,s2
10.5851/kosfa.2015.35.3.382,2015.0,A Simultaneous Analytical Method for Duplex Identification of Porcine and Horse in the Meat Products by EvaGreen based Real-time PCR,Korean Journal for Food Science of Animal Resources,8,exclude,"PCR meat species detection assay, unrelated to host microbiota, hybridization zones, or holobiont concepts",0.98,True,False,s2
10.1002/ece3.496,2013.0,Hybridization in natural sympatric populations of Dermacentor ticks in northwestern North America,Ecology and Evolution,35,exclude,"16S used as mtDNA marker for tick hybridization, not host microbiome study",0.96,True,False,"openalex,s2"
10.1111/nph.17820,2021.0,Evidence for host–microbiome co‐evolution in apple,New Phytologist,91,include,Domestication/lineage microbiome introgression across Malus species; genetic control and host phylogeny link to microbiome assembly,0.7,True,False,s2
10.3390/microorganisms11051166,2023.0,MPrESS: An R-Package for Accurately Predicting Power for Comparisons of 16S rRNA Microbiome Taxa Distributions including Simulation by Dirichlet Mixture Modeling,Microorganisms,3,exclude,"Méthodologie statistique générale pour microbiome humain, sans hybridation, hôte-poisson ou génétique de l'hôte",0.95,True,False,s2
